271,iris,MCAR(0.2),utrees,0.0738508822640819,0.08621383344459618,0.0,0.0,0.0641272750008991,0.23875198098882847,0.0010849252155242946,0.060747518260253,0.050638420184983594,0.0,0.9592957351290684,6.241593678792317,0.0,0.9844054580896685,0.0,0.9208420883859479,0.0,0.9719632414369256,0.0,0.9599721526037313
272,wine,MCAR(0.2),utrees,0.10847833071435786,0.1273898930976937,0.0,0.0,0.34477782264980283,1.436851201603759,0.0022681103341390227,0.1234763420665328,0.10114861403442213,0.0,0.9500534430124237,31.166414578755692,0.0,0.9395602586713697,0.0,0.8874777130686393,0.0,0.9913154133784308,0.0,0.9818603869312548
273,parkinsons,MCAR(0.2),utrees,0.05216119916570852,0.06282486691810032,0.0,0.0,0.2829609680941807,1.7057565523311848,0.0011464499359240465,0.06601010209647172,0.05496063290496879,0.0,0.8197209207924157,67.40996813774109,0.0,0.7448269072722554,0.0,0.8205556286221438,0.0,0.8631517929896829,0.0,0.8503493542855808
274,climate_model_crashes,MCAR(0.2),utrees,0.2808700271957786,0.33931437568865086,0.0,0.0,1.2236978336740576,3.8843171348144097,0.01981178122553466,0.41717855463271586,0.3435656973505204,0.0,0.732257043439506,122.85987591743469,0.0,0.825510951198097,0.0,0.7657393075515603,0.0,0.5183956256861775,0.0,0.8193822893221895
275,concrete_compression,MCAR(0.2),utrees,0.03208937400224214,0.0449843462357446,95.02280181221532,0.3555555555555555,0.06950370247361591,0.5018743805043794,0.001868359858469494,0.06612196061508667,0.05437818351022399,0.7585029515684282,0.0,57.00657558441162,0.56886904606764,0.0,0.7410657368387151,0.0,0.8713681358466046,0.0,0.8527088875207527,0.0
276,yacht_hydrodynamics,MCAR(0.2),utrees,0.043468972067696544,0.055231025220134546,24.99998836102717,1.0,0.05533555453165772,0.5070570594782794,0.0038244437942096835,0.06134887096816548,0.04755683277595425,0.8965889191222446,0.0,10.832573652267456,0.6041882722010656,0.0,0.9897168134399937,0.0,0.9966183190506115,0.0,0.9958322717973075,0.0
277,airfoil_self_noise,MCAR(0.2),utrees,0.03601927283689502,0.056442182219915434,3.602237261278865,1.0,0.04072949157540118,0.248333447015149,0.004789185084037393,0.09646590551563475,0.07741676024143188,0.7259813075249679,0.0,37.661417404810585,0.5089654463051735,0.0,0.6209385469506234,0.0,0.8853326392820764,0.0,0.888688597561998,0.0
278,connectionist_bench_sonar,MCAR(0.2),utrees,0.10325464112454648,0.11572714409057966,0.0,0.0,1.396946930870398,8.490695914502343,0.0024130064258775265,0.12086357229675992,0.09973393051247184,0.0,0.7961100547917862,484.8436369101206,0.0,0.7305667860775371,0.0,0.7917005749057889,0.0,0.826771736701832,0.0,0.8354011214819863
279,ionosphere,MCAR(0.2),utrees,0.09274800547354099,0.11362675052595668,0.0,0.0,0.7530395291283524,4.428334329991218,0.007861143042296006,0.14133471175286777,0.11219339961349425,0.0,0.9079339126392311,226.5654911994934,0.0,0.8704189158504423,0.0,0.913392839991736,0.0,0.9347812384932109,0.0,0.9131426562215345
280,qsar_biodegradation,MCAR(0.2),utrees,0.016950361470988242,0.021991270274625278,0.0,0.0,0.18070410987453125,1.3799801507746234,0.0007616428769309639,0.029576808224069363,0.02395775645070889,0.0,0.8464247159723208,607.7569101651509,0.0,0.8493412113767648,0.0,0.8298656606493132,0.0,0.8522279272923382,0.0,0.8542640645708677
281,seeds,MCAR(0.2),utrees,0.06558186398759239,0.0818383717537164,0.0,0.0,0.11806093655638271,0.4758862336495159,0.0012582765118176159,0.08697161235318307,0.07302355757537271,0.0,0.8815366461629893,16.37628761927287,0.0,0.9413927210862075,0.0,0.7207285702837521,0.0,0.9292578215030322,0.0,0.9347674717789659
282,glass,MCAR(0.2),utrees,0.062050774465719924,0.07363746271541312,0.0,0.0,0.13664248771775228,0.6396874281780643,0.0018520039435309709,0.06659311935922695,0.054469169747801305,0.0,0.5200758571660892,19.19480045636495,0.0,0.5561984171683729,0.0,0.3218814414073257,0.0,0.6756645735935488,0.0,0.5265589964951093
283,ecoli,MCAR(0.2),utrees,0.06453228583324466,0.07761285744910246,0.0,0.0,0.1068919956390921,0.401773448510927,0.0011357623617926616,0.06588892321651871,0.054906589233967906,0.0,0.6939790972544977,17.368636290232338,0.0,0.7412225128742794,0.0,0.43088376118385335,0.0,0.8040077940861244,0.0,0.7998023208737332
284,yeast,MCAR(0.2),utrees,0.05895051406248822,0.06929448120458553,0.0,0.0,0.10311086536653524,0.3164615766358421,0.0009136845133219293,0.059834683194831914,0.049196346463218736,0.0,0.4443877944655975,72.2295389175415,0.0,0.5457200855194014,0.0,0.23381158819953407,0.0,0.5280076182562742,0.0,0.470011885887181
285,libras,MCAR(0.2),utrees,0.030900635362958416,0.03501986248736869,0.0,0.0,0.6320113064928582,8.927761073481095,0.0004123027700454415,0.05310431815487,0.046219991058215906,0.0,0.5763398196282307,2609.6879085699716,0.0,0.7266957363624029,0.0,0.0656637197506967,0.0,0.8029773387106721,0.0,0.7100224836891503
286,planning_relax,MCAR(0.2),utrees,0.09702467095872941,0.11677807762938469,0.0,0.0,0.294182350854369,1.4490622094955194,0.0024094633661303623,0.12394061275131349,0.10278404304613803,0.0,0.4656162078089963,29.979744831720986,0.0,0.41686890777319113,0.0,0.5128104109771937,0.0,0.4468584026329554,0.0,0.4859271098526448
