,dataset,missingness,method,MinMAE,AvgMAE,PercentBias,CoverageRate,W_train,W_test,MeanVariance,MeanMAD,MedianMAD,R2_imp,F1_imp,time,R2_lin,F1_lin,R2_linboost,F1_linboost,R2_tree,F1_tree,R2_treeboost,F1_treeboost
195,breast_cancer_diagnostic,MCAR(0.2),KNN(n_neighbors=1),0.06308321249,0.06308321249,0.0,0.0,0.3782659654,1.884708491,1.4399999999999999e-34,8.41e-17,0.0,0.0,0.952853564,0.03406977654,0.0,0.9558232878,0.0,0.9496625152,0.0,0.9529741333,0.0,0.9529543195
196,breast_cancer_diagnostic,MCAR(0.2),MissForest,0.03291429606,0.0363974611,0.0,0.0,0.2182403536,1.822308945,7.7e-05,0.0228,0.02093665723,0.0,0.958772462,220.5510279,0.0,0.9616611751,0.0,0.9594839668,0.0,0.9586146683,0.0,0.9553300379
197,breast_cancer_diagnostic,MCAR(0.2),miceforest,0.0294476592,0.03979132973,0.0,0.0,0.2385946722,1.832439773,0.000711,0.08001322195,0.07319476914,0.0,0.9576051027,82.5086925,0.0,0.9634966652,0.0,0.9508561714,0.0,0.9594342133,0.0,0.9566333611
198,breast_cancer_diagnostic,MCAR(0.2),ice,0.0433060625,0.06913528436,0.0,0.0,0.4144625212,1.964158491,0.00612,0.273,0.2525237079,0.0,0.9581910759,9.260042111,0.0,0.9640344532,0.0,0.9518963143,0.0,0.95971559,0.0,0.9571179461
199,breast_cancer_diagnostic,MCAR(0.2),OT,0.1360621603,0.2074214751,0.0,0.0,1.243569183,2.625978989,0.0444,0.666,0.5930317555,0.0,0.952,115.4511105,0.0,0.9579080281,0.0,0.9490317252,0.0,0.9509945735,0.0,0.9489963247
200,breast_cancer_diagnostic,MCAR(0.2),softimpute,0.1264488206,0.1264488206,0.0,0.0,0.7525724672,2.17513828,1.28e-34,8.1e-17,0.0,0.0,0.9416485485,24.1,0.0,0.9436877382,0.0,0.9380883277,0.0,0.9470287356,0.0,0.9377893923
201,breast_cancer_diagnostic,MCAR(0.2),GAIN,0.04826754781,0.04899219361,0.0,0.0,0.293618523,1.853140148,1.72e-06,0.00475,0.00439625613,0.0,0.9539906781,25.9,0.0,0.9557421125,0.0,0.9510611927,0.0,0.9581595043,0.0,0.950999903
202,connectionist_bench_vowel,MCAR(0.2),oracle,0.0,0.0,0.0,0.0,0.0,0.6725393433,4.04e-34,1.43e-16,0.0,0.0,0.6500737378,6.68e-06,0.0,0.6716818249,0.0,0.0767009015,0.0,0.9569156874,0.0,0.8949965374
203,connectionist_bench_vowel,MCAR(0.2),KNN(n_neighbors=1),0.05614366432,0.05614366432,0.0,0.0,0.1130821806,0.6992392557,4.239999999999999e-34,1.44e-16,0.0,0.0,0.6452601308,0.03114183744,0.0,0.6762817026,0.0,0.09423948215,0.0,0.9347378052,0.0,0.8757815333
204,connectionist_bench_vowel,MCAR(0.2),MissForest,0.05939141352,0.07012272181,0.0,0.0,0.1417300391,0.6916894962,0.0002423558139,0.0501,0.04627663517,0.0,0.6535626924,91.35133497,0.0,0.6696416919,0.0,0.1313061617,0.0,0.9304168028,0.0,0.8828861132
205,connectionist_bench_vowel,MCAR(0.2),miceforest,0.05492361749,0.09154089418,0.0,0.0,0.1850022521,0.7149963338,0.003268526069,0.2149359556,0.198275005,0.0,0.6643261517,29.13606977,0.0,0.6614563292,0.0,0.1951707849,0.0,0.9246656978,0.0,0.8760117947
206,connectionist_bench_vowel,MCAR(0.2),ice,0.08164201098,0.1559030927,0.0,0.0,0.3146899639,0.7936337666,0.01557265492,0.492,0.4577279404,0.0,0.6674925853,2.179261843,0.0,0.6293326141,0.0,0.254314682,0.0,0.9104158952,0.0,0.87590715
207,connectionist_bench_vowel,MCAR(0.2),OT,0.06886244492,0.08289963387,0.0,0.0,0.1675752251,0.6990146045,0.0003023692256,0.06688786225,0.06212695065,0.0,0.6535464335,523.6496702,0.0,0.6650598653,0.0,0.1291949632,0.0,0.9331205372,0.0,0.8868103683
208,connectionist_bench_vowel,MCAR(0.2),softimpute,0.1337466269,0.1337466269,0.0,0.0,0.2703565063,0.7656055661,5.01e-34,1.55e-16,0.0,0.0,0.6520585733,10.82220014,0.0,0.6089756757,0.0,0.2389351268,0.0,0.9073469674,0.0,0.8529765232
209,connectionist_bench_vowel,MCAR(0.2),GAIN,0.1327436053,0.1345549294,0.0,0.0,0.2715901114,0.7622209596,4.67e-06,0.00865,0.00800573443,0.0,0.636,22.01860054,0.0,0.6004069017,0.0,0.2004457353,0.0,0.8939402372,0.0,0.8503436146
210,concrete_slump,MCAR(0.2),oracle,0.0,0.0,1.19e-15,1.0,0.0,1.100286331,3.58e-34,1.49e-16,0.0,0.8254924131,0.0,6.2e-06,0.8461201115,0.0,0.8023021994,0.0,0.8057604675,0.0,0.8477868741,0.0
211,concrete_slump,MCAR(0.2),KNN(n_neighbors=1),0.1648781486,0.1648781486,77.0,0.2083333333,0.2178019889,1.128763598,5.83e-34,1.61e-16,0.0,0.7885825976,0.0,0.00677,0.8052302475,0.0,0.7892593527,0.0,0.7720320559,0.0,0.7878087343,0.0
212,concrete_slump,MCAR(0.2),MissForest,0.1356299389,0.1578616479,53.8612733,0.9,0.2083361544,1.144685161,0.000776,0.0954,0.08769929596,0.7817883984,0.0,43.49156443,0.8107956095,0.0,0.7758799037,0.0,0.784919278,0.0,0.7555588025,0.0
213,concrete_slump,MCAR(0.2),miceforest,0.09729218247,0.160882974,62.09624702,0.65,0.2120067093,1.138944805,0.00766,0.312,0.2811824645,0.785358168,0.0,5.750984748,0.805804881,0.0,0.7750946473,0.0,0.7866927221,0.0,0.7738404217,0.0
214,concrete_slump,MCAR(0.2),ice,0.145756119,0.3319869622,50.69891901,0.5083333333,0.4354137158,1.245042025,0.09583722779,1.287555574,1.153911196,0.6568299429,0.0,1.571951151,0.6729364425,0.0,0.6497490411,0.0,0.7049481524,0.0,0.5996861353,0.0
215,concrete_slump,MCAR(0.2),OT,0.2238291428,0.2300908312,62.67319706,0.9166666667,0.30366295,1.187046317,7.34e-05,0.02261192134,0.02106832971,0.7166346447,0.0,110.4044874,0.7592605273,0.0,0.6795313364,0.0,0.7432298301,0.0,0.6845168851,0.0
216,concrete_slump,MCAR(0.2),softimpute,0.282674485,0.282674485,80.96349547,0.375,0.3731874065,1.247916964,1.1699999999999999e-34,1.43e-16,0.0,0.668920099,0.0,2.766577085,0.705205088,0.0,0.6854777011,0.0,0.7057393805,0.0,0.5792582264,0.0
217,concrete_slump,MCAR(0.2),GAIN,0.1652598234,0.1673163449,83.40017294,0.4166666667,0.2200698177,1.149403594,4.76e-06,0.00839,0.007771503892,0.7607321476,0.0,20.04735057,0.7875492497,0.0,0.7620474557,0.0,0.7414291149,0.0,0.7519027699,0.0
218,wine_quality_red,MCAR(0.2),oracle,0.0,0.0,8.96e-16,1.0,0.0,0.5043086342,9.83e-35,5.82e-17,0.0,0.3475731869,0.0,6.2e-06,0.3220754354,0.0,0.3179794107,0.0,0.4248786184,0.0,0.3253592829,0.0
219,wine_quality_red,MCAR(0.2),KNN(n_neighbors=1),0.07713097938,0.07713097938,114.655852,0.8181818182,0.1514939748,0.5313952853,9.26e-35,5.82e-17,0.0,0.3077423478,0.0,0.07274738948,0.3170710074,0.0,0.2822180152,0.0,0.3748832246,0.0,0.2567971438,0.0
220,wine_quality_red,MCAR(0.2),MissForest,0.05308742545,0.06235987291,80.2,0.9272727273,0.1240474429,0.5053801069,0.000225,0.0423,0.0386729484,0.3119667874,0.0,104.0,0.3158809428,0.0,0.2867741501,0.0,0.3842900612,0.0,0.2609219953,0.0
221,wine_quality_red,MCAR(0.2),miceforest,0.0425618131,0.07652594603,60.2,1.0,0.1510921754,0.5152330662,0.00301,0.195,0.1794282231,0.3127571858,0.0,23.0,0.31782338,0.0,0.2876000211,0.0,0.3778154403,0.0,0.2677899017,0.0
222,wine_quality_red,MCAR(0.2),ice,0.0746064423,0.1500850872,118.2048521,0.5757575758,0.2915047419,0.6102172939,0.023,0.569,0.5229726673,0.3148239378,0.0,3.072061618,0.3153883641,0.0,0.2878043695,0.0,0.3718973893,0.0,0.2842056283,0.0
223,wine_quality_red,MCAR(0.2),OT,0.09850051552,0.1468531951,64.42755206,0.8303030303,0.2914266599,0.6230954964,0.0214,0.376,0.3306808698,0.2990505005,0.0,369.6455954,0.3138050008,0.0,0.2992640939,0.0,0.3545814725,0.0,0.228551435,0.0
224,wine_quality_red,MCAR(0.2),softimpute,0.1679503267,0.1679503267,106.493784,0.6060606061,0.3342982267,0.6701609952,7.36e-35,5.73e-17,0.0,0.2935006254,0.0,15.57378078,0.2940498689,0.0,0.2543332158,0.0,0.3518897805,0.0,0.2737296364,0.0
225,wine_quality_red,MCAR(0.2),GAIN,0.08495302144,0.08635530215,102.7387537,0.8181818182,0.1723020548,0.5284912485,2.91e-06,0.006503640246,0.006018705071,0.2821864825,0.0,22.00708127,0.3023821742,0.0,0.263088644,0.0,0.350163429,0.0,0.213111683,0.0
226,wine_quality_white,MCAR(0.2),oracle,0.0,0.0,1.79e-15,1.0,0.0,0.4338781008,1.24e-34,6.55e-17,0.0,0.3677915875,0.0,6.28e-06,0.2622624323,0.0,0.2939442049,0.0,0.4878961919,0.0,0.4270635209,0.0
227,wine_quality_white,MCAR(0.2),KNN(n_neighbors=1),0.06430499021,0.06430499021,124.6874923,0.3611111111,0.1385408144,0.4602463438,1.12e-34,6.47e-17,0.0,0.3391997316,0.0,0.8428169886,0.267562633,0.0,0.2911934096,0.0,0.4306919473,0.0,0.3673509365,0.0
228,wine_quality_white,MCAR(0.2),MissForest,0.04365247236,0.05093598954,155.3070411,0.5777777778,0.1121857012,0.4381479835,0.000137,0.0346,0.03171611249,0.3332856526,0.0,204.798863,0.2646480095,0.0,0.2733817824,0.0,0.4350531802,0.0,0.3600596383,0.0
229,wine_quality_white,MCAR(0.2),miceforest,0.0386741593,0.07163205793,145.8211185,0.45,0.1560189694,0.4556730982,0.00343,0.206,0.1896604017,0.3300462923,0.0,32.25279888,0.2678400574,0.0,0.2613440614,0.0,0.4278654414,0.0,0.3631356092,0.0
230,wine_quality_white,MCAR(0.2),ice,0.08819633683,0.1796519349,145.0770052,0.3111111111,0.385419279,0.6332707309,0.0406,0.726,0.6527792861,0.3025057956,0.0,4.3,0.2033753275,0.0,0.2341297437,0.0,0.4065282742,0.0,0.365989837,0.0
231,wine_quality_white,MCAR(0.2),OT,0.09039410524,0.1516742965,196.2045959,0.2,0.331840599,0.5960639501,0.025,0.449,0.3964227065,0.3178199755,0.0,319.0,0.2545958293,0.0,0.2452575598,0.0,0.4141220473,0.0,0.3573044656,0.0
232,wine_quality_white,MCAR(0.2),softimpute,0.1706409995,0.1706409995,279.8623831,0.1944444444,0.3766116962,0.6395683672,1.0599999999999999e-34,6.34e-17,0.0,0.309523583,0.0,49.75177479,0.2210795644,0.0,0.2327694183,0.0,0.4184116626,0.0,0.3658336868,0.0
233,wine_quality_white,MCAR(0.2),GAIN,0.07570471625,0.07707284378,136.298088,0.4722222222,0.1709392079,0.4659648124,3.08e-06,0.00657,0.00607286762,0.330141792,0.0,21.46904031,0.2630629296,0.0,0.263307642,0.0,0.4352545656,0.0,0.3589420308,0.0
234,tictactoe,MCAR(0.2),oracle,0.0,0.0,0.0,0.0,0.0,2.033511155,0.0,0.0,0.0,0.0,0.8996244339,6.91e-06,0.0,0.9787439883,0.0,0.7195647636,0.0,0.9097889033,0.0,0.9904000804
235,tictactoe,MCAR(0.2),KNN(n_neighbors=1),0.5995466918,0.5995466918,0.0,0.0,0.9216185785,1.975024191,0.0,0.0,0.0,0.0,0.7743488935,0.03198750814,0.0,0.6841161492,0.0,0.6650217871,0.0,0.8504869502,0.0,0.8977706874
236,tictactoe,MCAR(0.2),MissForest,0.4398081451,0.5510487806,0.0,0.0,0.9026604377,1.958368819,0.01328016538,0.797,0.5991263225,0.0,0.7922294767,91.3960162,0.0,0.7306363823,0.0,0.6775532629,0.0,0.8521797521,0.0,0.9085485095
237,tictactoe,MCAR(0.2),miceforest,0.3198117095,0.5224398914,0.0,0.0,0.8428215092,1.936403802,0.02376907138,1.426144283,1.104251123,0.0,0.7981278299,60.67532714,0.0,0.7431238621,0.0,0.6820834668,0.0,0.8585326483,0.0,0.9087713425
238,tictactoe,MCAR(0.2),ice,0.286816895,0.6395644143,0.0,0.0,0.98854842,2.036317783,0.0414,2.48,2.02138894,0.0,0.7297766119,1.825261672,0.0,0.6708577865,0.0,0.6648500082,0.0,0.7656442888,0.0,0.817754364
239,tictactoe,MCAR(0.2),OT,0.4044140948,0.538,0.0,0.0,0.866745395,1.968494129,0.0145,0.872,0.6489383872,0.0,0.754,471.7092677,0.0,0.6764742646,0.0,0.6626011656,0.0,0.8227737534,0.0,0.8542690808
240,tictactoe,MCAR(0.2),softimpute,0.6042755292,0.6042755292,0.0,0.0,1.02041206,2.073110883,0.0,0.0,0.0,0.0,0.7315047122,8.852000793,0.0,0.6674797757,0.0,0.6604024654,0.0,0.7736229663,0.0,0.8245136413
241,tictactoe,MCAR(0.2),GAIN,0.5983298853,0.6032781792,0.0,0.0,1.024075418,2.051167847,0.0005771316944,0.0346,0.02595631174,0.0,0.72968831,21.62248429,0.0,0.672381129,0.0,0.6493076073,0.0,0.7825584095,0.0,0.814506094
242,congress,MCAR(0.2),oracle,0.0,0.0,0.0,0.0,0.0,2.399776232,0.0,0.0,0.0,0.0,0.9466191907,6.36e-06,0.0,0.9278383913,0.0,0.95171629,0.0,0.9510797494,0.0,0.955842332
243,congress,MCAR(0.2),KNN(n_neighbors=1),0.297561544,0.297561544,0.0,0.0,0.8932948717,2.476891511,0.0,0.0,0.0,0.0,0.9470346744,0.01706409454,0.0,0.9396191196,0.0,0.9678095198,0.0,0.9449559973,0.0,0.9357540608
244,congress,MCAR(0.2),MissForest,0.221549331,0.2825272587,0.0,0.0,0.8777588829,2.439107663,0.006260411142,0.3756246685,0.278506029,0.0,0.944620063,128.0333378,0.0,0.9310817542,0.0,0.9518243655,0.0,0.9467764734,0.0,0.948797659
245,congress,MCAR(0.2),miceforest,0.1691908431,0.2941280845,0.0,0.0,0.8822314802,2.421703151,0.01276312996,0.7657877975,0.5718117717,0.0,0.9379821767,49.42406297,0.0,0.9159806814,0.0,0.9485784741,0.0,0.9427100312,0.0,0.94465952
246,congress,MCAR(0.2),ice,0.1792932216,0.4142836744,0.0,0.0,1.222987747,2.710560459,0.02945861844,1.77,1.362622491,0.0,0.9445151728,3.015396198,0.0,0.9463960021,0.0,0.9455379622,0.0,0.9393625072,0.0,0.9467642197
247,congress,MCAR(0.2),OT,0.220014625,0.2845033995,0.0,0.0,0.8554595432,2.409590449,0.005874202867,0.352,0.2582993675,0.0,0.9401749996,465.3484719,0.0,0.9278573324,0.0,0.9420880613,0.0,0.9469403717,0.0,0.9438142329
248,congress,MCAR(0.2),softimpute,0.3496762976,0.3496762976,0.0,0.0,1.108896002,2.587896502,0.0,0.0,0.0,0.0,0.935731023,9.033224503,0.0,0.9127393942,0.0,0.9559167025,0.0,0.9377102663,0.0,0.9365577293
249,congress,MCAR(0.2),GAIN,0.3521866126,0.362,0.0,0.0,1.09368047,2.577968208,0.000688405424,0.0413,0.03085950105,0.0,0.947,23.771305,0.0,0.9420354279,0.0,0.9559386793,0.0,0.9497918034,0.0,0.9409228971
250,car,MCAR(0.2),oracle,0.0,0.0,0.0,0.0,0.0,1.101833408,0.0,0.0,0.0,0.0,0.7444092371,5.96e-06,0.0,0.8649293999,0.0,0.5903696489,0.0,0.6097108019,0.0,0.9126270976
251,car,MCAR(0.2),KNN(n_neighbors=1),0.676417461,0.676417461,0.0,0.0,0.5119341417,1.07688936,0.0,0.0,0.0,0.0,0.6908170776,0.05852190653,0.0,0.7898432248,0.0,0.5425613635,0.0,0.6442654533,0.0,0.7865982686
252,car,MCAR(0.2),MissForest,0.5833549195,0.7064395354,0.0,0.0,0.6433609558,1.160241598,0.01370283639,0.9590481591,0.7290396136,0.0,0.7017646898,65.32679621,0.0,0.8321984485,0.0,0.5530579376,0.0,0.6089700054,0.0,0.8128323676
253,car,MCAR(0.2),miceforest,0.3448248763,0.6896075104,0.0,0.0,0.50678238,1.073193462,0.03532650543,2.472453745,2.019006608,0.0,0.6521713977,19.88291113,0.0,0.7489090141,0.0,0.5537857582,0.0,0.5869903665,0.0,0.719000452
254,car,MCAR(0.2),ice,0.3050823186,0.6868911122,0.0,0.0,0.4442312182,1.053850941,0.03825698871,2.677563274,2.212995414,0.0,0.6648280376,1.234414895,0.0,0.7663600821,0.0,0.6611199067,0.0,0.5584405106,0.0,0.673391651
255,car,MCAR(0.2),OT,0.4861968953,0.673364251,0.0,0.0,0.5668326486,1.110794398,0.01886384439,1.320320425,0.9994166767,0.0,0.7309481028,491.5209327,0.0,0.842899468,0.0,0.6799579522,0.0,0.6017322293,0.0,0.7992027617
256,car,MCAR(0.2),softimpute,0.6993525223,0.6993525223,0.0,0.0,0.6912462177,1.14395716,0.0,0.0,0.0,0.0,0.6630998464,10.3351717,0.0,0.7648119122,0.0,0.6603627958,0.0,0.540160334,0.0,0.6870643438
257,car,MCAR(0.2),GAIN,0.6759781344,0.6866209368,0.0,0.0,0.7210660218,1.126428207,0.001050936718,0.07361670743,0.05409994592,0.0,0.6608243166,22.10077031,0.0,0.7515224978,0.0,0.6249543727,0.0,0.5656256117,0.0,0.7011947842
258,california,MCAR(0.2),ice,0.0349853345,0.08819027398,36.5765789,0.2222222222,0.0,0.0,0.0130885915,0.314,0.291127775,0.6521616331,0.0,6.701618671,0.5887163172,0.0,0.4228808849,0.0,0.7915346348,0.0,0.8055146956,0.0
259,california,MCAR(0.2),OT,0.07721131478,0.093,75.45880371,0.1851851852,0.0,0.0,0.0004584444479,0.0611,0.05607326549,0.6256065322,0.0,125.790948,0.539726431,0.0,0.396628198,0.0,0.772334689,0.0,0.7937368108,0.0
260,california,MCAR(0.2),softimpute,0.1410082246,0.1410082246,90.02554716,0.1851851852,0.0,0.0,8.32e-35,7.2e-17,0.0,0.6267298857,0.0,145.3868548,0.5047511301,0.0,0.4299960112,0.0,0.776568346,0.0,0.7956040556,0.0
261,california,MCAR(0.2),GAIN,0.08834182686,0.08979683402,68.25502395,0.1851851852,0.0,0.0,3.43e-06,0.00575,0.005317132517,0.6403324354,0.0,23.15450621,0.5472380184,0.0,0.4426946693,0.0,0.7733842927,0.0,0.7980127612,0.0
262,bean,MCAR(0.2),oracle,0.0,0.0,0.0,0.0,0.0,0.0,4.13e-34,1.19e-16,0.0,0.0,0.7995593024,6.2e-06,0.0,0.8182021116,0.0,0.5081498776,0.0,0.9339874155,0.0,0.9378978047
263,bean,MCAR(0.2),KNN(n_neighbors=1),0.02437188987,0.02437159177,0.0,0.0,0.0,0.0,3.96e-34,1.18e-16,0.0,0.0,0.8046422989,10.23333748,0.0,0.7767861114,0.0,0.5728977003,0.0,0.9333511712,0.0,0.9355342126
264,bean,MCAR(0.2),MissForest,0.01109341882,0.01285122883,0.0,0.0,0.0,0.0,1.89e-05,0.006899104021,0.006360934742,0.0,0.8335131141,1161.34898,0.0,0.8391473075,0.0,0.6231486536,0.0,0.9347707833,0.0,0.9369857118
265,bean,MCAR(0.2),miceforest,0.008022776331,0.01842151676,0.0,0.0,0.0,0.0,0.0009930984082,0.05647073807,0.05198726522,0.0,0.8218789312,71.51956701,0.0,0.8298713848,0.0,0.5880432567,0.0,0.9333859698,0.0,0.9362151135
266,bean,MCAR(0.2),ice,0.03374642037,0.06506700906,0.0,0.0,0.0,0.0,0.007007319746,0.273,0.2524843541,0.0,0.7939697169,17.89114475,0.0,0.8083816605,0.0,0.5044452744,0.0,0.9292771214,0.0,0.9337748112
267,bean,MCAR(0.2),OT,0.1616420205,0.2621778968,0.0,0.0,0.0,0.0,0.07538739298,0.9112124633,0.7754428473,0.0,0.7278772262,109.6208738,0.0,0.6721738365,0.0,0.3780339657,0.0,0.9278068673,0.0,0.9334942354
268,bean,MCAR(0.2),softimpute,0.3259404632,0.3259404632,0.0,0.0,0.0,0.0,2.2e-34,1.09e-16,0.0,0.0,0.7186240712,182.6149727,0.0,0.7160905563,0.0,0.2946755282,0.0,0.9301458972,0.0,0.9335843031
269,bean,MCAR(0.2),GAIN,0.03019982803,0.0311,0.0,0.0,0.0,0.0,1.47e-06,0.00418,0.003874635208,0.0,0.757,24.03149907,0.0,0.7879438563,0.0,0.3721665136,0.0,0.9333242554,0.0,0.9351822694
0,iris,MCAR(0.2),utrees,0.0617113490029092,0.092867737549289,0.0,0.0,0.0698077920832266,0.2397118967709102,0.0030206573130502,0.1597879253466895,0.1365821229257637,0.0,0.9422763803480664,5.160777409871419,0.0,0.9866332497911444,0.0,0.8702625553914046,0.0,0.9634663088698175,0.0,0.9487434073398984
1,wine,MCAR(0.2),utrees,0.1013348177823864,0.1439122311329542,0.0,0.0,0.3895478278301316,1.4645430063143303,0.008630066798274,0.2829484754161229,0.2390810573558044,0.0,0.9387301795008196,46.97041702270508,0.0,0.9424267274641208,0.0,0.8394181522214272,0.0,0.9920429711070392,0.0,0.9810328672106904
2,parkinsons,MCAR(0.2),utrees,0.0522455177755285,0.076300511843978,0.0,0.0,0.3425923785306587,1.7516166306883203,0.004681727732015,0.1733497183806227,0.1484459811714742,0.0,0.8151910426840616,140.84079313278198,0.0,0.7497556842583829,0.0,0.8285637760247496,0.0,0.8434252258261432,0.0,0.8390194846269702
3,climate_model_crashes,MCAR(0.2),utrees,0.2531348295881842,0.3638849894911661,0.0,0.0,1.3125855770026345,3.9308358361374527,0.0582447838202902,0.9247016041837532,0.7911253027692842,0.0,0.6687687876893608,303.72695573170984,0.0,0.7815931202543376,0.0,0.715044914544767,0.0,0.485082313212326,0.0,0.6933548027460131
4,concrete_compression,MCAR(0.2),utrees,0.0322059471958946,0.0569586277113832,144.7204580042744,0.2148148148148148,0.0895609480321448,0.51587579790969,0.0039197280163505,0.1309224792467798,0.1097184797263915,0.7506571899571826,0.0,110.7270872592926,0.5635045538284041,0.0,0.7426887614177372,0.0,0.8593832855583278,0.0,0.8370521590242612,0.0
5,yacht_hydrodynamics,MCAR(0.2),utrees,0.0460077887400702,0.0801637231481877,130.04117264988247,0.8952380952380953,0.081948736570181,0.5212796431105499,0.0068106097560576,0.1694924996348322,0.1383754850608052,0.8959975452512271,0.0,12.31484071413676,0.6079608300788333,0.0,0.9850257618973024,0.0,0.995870603583432,0.0,0.9951329854453406,0.0
6,airfoil_self_noise,MCAR(0.2),utrees,0.0307019684680468,0.0714921752628329,4.426930062522432,1.0,0.0552762731930539,0.255348994194407,0.0087494171344429,0.2022525160734868,0.1726012568420425,0.7288531573629374,0.0,61.05456566810608,0.5081040017180197,0.0,0.6304988371229822,0.0,0.883136433947107,0.0,0.8936733566636403,0.0
7,connectionist_bench_sonar,MCAR(0.2),utrees,0.1171200236619957,0.1444141247706582,0.0,0.0,1.7433453859125134,8.675589836023347,0.0102921103725894,0.3107170616049304,0.2646020070218156,0.0,0.789587435581842,1221.737718900045,0.0,0.7365130837758166,0.0,0.7853301364692437,0.0,0.8107724273701802,0.0,0.8257340947121282
8,ionosphere,MCAR(0.2),utrees,0.0959831346047528,0.123988976687653,0.0,0.0,0.8212715075994221,4.452108646183872,0.0105325930790868,0.2260716176553534,0.1872299367967365,0.0,0.8971300518445046,544.0828011035919,0.0,0.8335572700966875,0.0,0.912945819294007,0.0,0.937803996414423,0.0,0.9042131215729008
9,qsar_biodegradation,MCAR(0.2),utrees,0.0185283426463797,0.0269465033925058,0.0,0.0,0.2214420835756542,1.3998370122598578,0.0012175729510766,0.0558586635583769,0.0471255987294427,0.0,0.8440079997743205,1700.7666370868685,0.0,0.8492198286276188,0.0,0.8287018939881141,0.0,0.8524921264445106,0.0,0.845618150037039
10,seeds,MCAR(0.2),utrees,0.061567376322343,0.0953283802366107,0.0,0.0,0.137278120152047,0.4818844341111245,0.00417471959766,0.1917272199536241,0.1660790123856493,0.0,0.8876327743360164,16.02963876724243,0.0,0.9392051110518542,0.0,0.7593816864030843,0.0,0.917707799905501,0.0,0.9342364999836262
11,glass,MCAR(0.2),utrees,0.0569089015054015,0.0801091713046274,0.0,0.0,0.1492819091458237,0.6556699224704824,0.0043816615725331,0.1302607772932201,0.1117727176060373,0.0,0.5480099780432925,26.026296854019165,0.0,0.584371607108248,0.0,0.3177680015479405,0.0,0.6578281866630086,0.0,0.6320721168539731
12,ecoli,MCAR(0.2),utrees,0.0562935804808922,0.0864547716967119,0.0,0.0,0.1192134869829354,0.4096222068800511,0.0041570913513025,0.1608139108009185,0.1380392173984947,0.0,0.7018928975330095,23.58275763193766,0.0,0.7876587322107141,0.0,0.438941456261841,0.0,0.799616636930169,0.0,0.7813547647293144
13,yeast,MCAR(0.2),utrees,0.0453509774432256,0.0737688040469456,0.0,0.0,0.1081283015535758,0.3194931237751359,0.0035031547260809,0.1568094959224052,0.1361969715938002,0.0,0.4573822425410245,135.45259356498718,0.0,0.5372650246353922,0.0,0.2443635276011315,0.0,0.5434300184509417,0.0,0.5044703994766325
14,libras,MCAR(0.2),utrees,0.0422749728389781,0.0523000550874846,0.0,0.0,0.9441110249540524,9.064625281197731,0.0023860579770897,0.1351752676790998,0.1178502485230357,0.0,0.57221071121062,5732.288067579269,0.0,0.7167657034323701,0.0,0.0543265981262331,0.0,0.8033840825840824,0.0,0.714366460699794
15,planning_relax,MCAR(0.2),utrees,0.0927466193309848,0.1418250948728298,0.0,0.0,0.3577914833040218,1.4829015968756003,0.0108636411298384,0.3320821399299291,0.2843774348922432,0.0,0.4535779561694237,39.74175707499186,0.0,0.4088472547488943,0.0,0.4809160683691389,0.0,0.4311217822489055,0.0,0.4934267193107565
16,blood_transfusion,MCAR(0.2),utrees,0.0403944375017131,0.0707194937583042,0.0,0.0,0.0353891109851724,0.113016667994019,0.0043691775806659,0.1525555189639942,0.1302797210761609,0.0,0.5891788320696434,20.77108828226725,0.0,0.551163926355941,0.0,0.6263315792365312,0.0,0.5861426479620243,0.0,0.5930771747240771
17,breast_cancer_diagnostic,MCAR(0.2),utrees,0.04347497878768,0.058187018827782,0.0,0.0,0.3496580812000495,1.869450193791497,0.0020290733719139,0.1224484024412564,0.1073291469007663,0.0,0.9563682040026952,790.5507067044575,0.0,0.9552594974942448,0.0,0.9559410899580288,0.0,0.9570062408277435,0.0,0.957265987730764
18,connectionist_bench_vowel,MCAR(0.2),utrees,0.0597695662184162,0.1038224991244076,0.0,0.0,0.207921193930412,0.737387697709447,0.0064103731265046,0.2662793209286048,0.2320615991149993,0.0,0.6628657357921165,162.6827143828074,0.0,0.6420072805560552,0.0,0.2291784483712911,0.0,0.9198757522587208,0.0,0.8604014619823989
19,concrete_slump,MCAR(0.2),utrees,0.1333650691343517,0.2116375849049004,78.37393727464351,0.7166666666666666,0.296686493798486,1.1753105280747134,0.0203539343446855,0.4173639468693386,0.3433281455096098,0.6495419122376092,0.0,8.064836661020914,0.7383579877825754,0.0,0.6537969299030401,0.0,0.6491909134165881,0.0,0.556821817848233,0.0
20,wine_quality_red,MCAR(0.2),utrees,0.0418454484281844,0.0721537184045824,22.31912314809874,0.993939393939394,0.1425483504131749,0.5198545898986846,0.0039521354124393,0.180181917976908,0.1569219778818125,0.2958073221033743,0.0,261.72702566782635,0.3173300368121892,0.0,0.2824533113037831,0.0,0.3492149836631822,0.0,0.2342309566343427,0.0
21,wine_quality_white,MCAR(0.2),utrees,0.0352785321816147,0.0636460103785815,71.46802560034284,0.5,0.1387912582631552,0.4537299873404477,0.0033708521907209,0.1781443095298026,0.1579492867725694,0.3395867744148463,0.0,1023.7504643599192,0.2695725771807734,0.0,0.2852400098346148,0.0,0.4343531008776669,0.0,0.3691814097663301,0.0
