,dataset,missingness,method,MinMAE,AvgMAE,PercentBias,CoverageRate,W_train,W_test,MeanVariance,MeanMAD,MedianMAD,R2_imp,F1_imp,time,R2_lin,F1_lin,R2_linboost,F1_linboost,R2_tree,F1_tree,R2_treeboost,F1_treeboost
0,iris,MCAR(0.2),forest_diffusion_nt51_ycond,0.04118531871,0.09685042793,0.0,0.0,0.0704249398,0.2377760533,0.00632,0.286,0.2631815346,0.0,0.9663669502,12.1,0.0,0.9754716758,0.0,0.9532399247,0.0,0.9745896728,0.0,0.9621665274
1,iris,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.04614560975,0.09489011886,0.0,0.0,0.06854555692,0.2383996232,0.0049,0.258,0.237,0.0,0.9711321363,31.2,0.0,0.9799498747,0.0,0.9504433321,0.0,0.9808409914,0.0,0.973294347
2,wine,MCAR(0.2),forest_diffusion_nt51_ycond,0.08456474269,0.1286900021,0.0,0.0,0.3478613482,1.433549978,0.00599,0.287,0.263,0.0,0.9437951688,76.54758334,0.0,0.9453502374,0.0,0.8557849517,0.0,0.9941465712,0.0,0.9798989149
3,wine,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.08514083328,0.127183519,0.0,0.0,0.3437589799,1.430058248,0.00518,0.264,0.242,0.0,0.9587879857,146.9700301,0.0,0.9453140976,0.0,0.9134709326,0.0,0.997945679,0.0,0.9784212335
4,parkinsons,MCAR(0.2),forest_diffusion_nt51_ycond,0.05222373522,0.08434412818,0.0,0.0,0.3794638081,1.71943323,0.005256669555,0.2343266429,0.213,0.0,0.7987704681,152.0443585,0.0,0.7168056146,0.0,0.7920876053,0.0,0.8334966838,0.0,0.8526919688
5,parkinsons,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.04921373443,0.0774917376,0.0,0.0,0.3484575669,1.713306505,0.004353962475,0.2154554269,0.197,0.0,0.7960900007,240.1886897,0.0,0.7221836503,0.0,0.8090259491,0.0,0.8365785306,0.0,0.8165718726
6,climate_model_crashes,MCAR(0.2),forest_diffusion_nt51_ycond,0.2022652833,0.3005065538,0.0,0.0,1.083655725,3.806076265,0.03377994307,0.7446359445,0.682,0.0,0.7438395893,127.7329698,0.0,0.8485241559,0.0,0.7742367122,0.0,0.5456181493,0.0,0.8069793398
7,climate_model_crashes,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.2093401104,0.3000293312,0.0,0.0,1.08189047,3.815143542,0.02924541013,0.6782832961,0.62,0.0,0.7503537959,199.1212173,0.0,0.8520275227,0.0,0.7888328165,0.0,0.5490260425,0.0,0.8115288017
8,concrete_compression,MCAR(0.2),forest_diffusion_nt51_ycond,0.04714333736,0.1410316279,184.4693937,0.1333333333,0.2049373815,0.5493410993,0.02,0.499,0.437,0.7451938373,0.0,29.43625212,0.556948017,0.0,0.7191069363,0.0,0.8614110643,0.0,0.8433093316,0.0
9,concrete_compression,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.04247555389,0.1177489666,145.7735885,0.1851851852,0.1729090882,0.5350323413,0.015,0.412,0.36,0.7518865706,0.0,51.90998014,0.5620533229,0.0,0.7290868293,0.0,0.8627741201,0.0,0.8536320101,0.0
10,yacht_hydrodynamics,MCAR(0.2),forest_diffusion_nt51_ycond,0.06899338581,0.2139398813,90.64828243,0.6857142857,0.2094791936,0.5540452173,0.0395,0.725,0.629,0.8784496042,0.0,11.6,0.5891868429,0.0,0.9559951321,0.0,0.9904663858,0.0,0.9781500558,0.0
11,yacht_hydrodynamics,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.06106825989,0.1860481634,133.0238377,0.8,0.1753078967,0.5379589054,0.0319,0.596,0.52,0.8846142743,0.0,25.2,0.5926378148,0.0,0.9720042329,0.0,0.9904551616,0.0,0.9833598878,0.0
12,airfoil_self_noise,MCAR(0.2),forest_diffusion_nt51_ycond,0.06118346593,0.2103481853,13.65467898,0.5555555556,0.1155836649,0.2697528958,0.0441,0.727,0.65,0.7031274269,0.0,18.56426541,0.5009246503,0.0,0.5880474405,0.0,0.8615364326,0.0,0.8620011843,0.0
13,airfoil_self_noise,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.0568438898,0.1951682376,8.399453067,0.8,0.1046852491,0.2656069117,0.0414,0.684,0.609,0.7124480584,0.0,34.17748237,0.5062740074,0.0,0.603994065,0.0,0.8687092059,0.0,0.8708149554,0.0
14,connectionist_bench_sonar,MCAR(0.2),forest_diffusion_nt51_ycond,0.1040511547,0.1288579748,0.0,0.0,1.55515536,8.526122198,0.005930250006,0.283161426,0.261,0.0,0.7948874043,1068.029009,0.0,0.7382612586,0.0,0.797008437,0.0,0.8138917911,0.0,0.8303881307
15,connectionist_bench_sonar,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.09993373396,0.1214416158,0.0,0.0,1.465660207,8.486584013,0.004741674855,0.2572057989,0.238,0.0,0.7900615446,1345.262882,0.0,0.7000673649,0.0,0.7984215882,0.0,0.8188607324,0.0,0.8428964928
16,ionosphere,MCAR(0.2),forest_diffusion_nt51_ycond,0.09376306538,0.1327796374,0.0,0.0,0.8790073412,4.432874921,0.01362608501,0.3393387266,0.3,0.0,0.8974592017,388.1333276,0.0,0.8386564539,0.0,0.907431109,0.0,0.9310337863,0.0,0.9127154575
17,ionosphere,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.09141356443,0.1237953338,0.0,0.0,0.8191026357,4.400171725,0.009544637253,0.2758742617,0.244,0.0,0.8967683281,540.1111596,0.0,0.8295210141,0.0,0.9088090905,0.0,0.9319732756,0.0,0.9167699321
18,qsar_biodegradation,MCAR(0.2),forest_diffusion_nt51_ycond,0.02649961307,0.04597967036,0.0,0.0,0.3773007969,1.464904024,0.00403,0.147,0.125,0.0,0.8470376558,768.0948685,0.0,0.8443719313,0.0,0.8388868006,0.0,0.8539027643,0.0,0.8509891269
19,qsar_biodegradation,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.02543953815,0.04329413699,0.0,0.0,0.3554270144,1.452896128,0.00357,0.138,0.118,0.0,0.8466590098,978.4174353,0.0,0.8475716511,0.0,0.8318665723,0.0,0.8563063106,0.0,0.8508915053
20,seeds,MCAR(0.2),forest_diffusion_nt51_ycond,0.04923100143,0.09115426063,0.0,0.0,0.1312855636,0.4724316068,0.00461,0.244,0.225,0.0,0.8739259014,27.9,0.0,0.9409942973,0.0,0.6882032425,0.0,0.9300768473,0.0,0.9364292186
21,seeds,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.04816506418,0.09081328009,0.0,0.0,0.1307090992,0.4737986276,0.00441,0.239,0.221,0.0,0.8767645342,66.0,0.0,0.9539457676,0.0,0.6875083535,0.0,0.924276789,0.0,0.9413272268
22,glass,MCAR(0.2),forest_diffusion_nt51_ycond,0.04956088132,0.08991231739,0.0,0.0,0.1636198649,0.6546939234,0.00514,0.22,0.196,0.0,0.5459466914,63.23424665,0.0,0.5564537979,0.0,0.3434422615,0.0,0.6675367905,0.0,0.6163539157
23,glass,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.04716844506,0.08459672277,0.0,0.0,0.1558365711,0.6529517674,0.00442,0.202,0.18,0.0,0.5340355178,147.2886003,0.0,0.574719589,0.0,0.270141014,0.0,0.6746016838,0.0,0.6166797845
24,ecoli,MCAR(0.2),forest_diffusion_nt51_ycond,0.04077881819,0.08233559852,0.0,0.0,0.1130682321,0.4084610539,0.005661250005,0.2243488968,0.2,0.0,0.6757424795,52.62463681,0.0,0.7625268238,0.0,0.4061539976,0.0,0.8114119429,0.0,0.7228771537
25,ecoli,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.0413330358,0.08043368455,0.0,0.0,0.1118380327,0.4084406213,0.004103822311,0.2075276944,0.187,0.0,0.6898301597,134.8698321,0.0,0.7745852386,0.0,0.408215886,0.0,0.8192454901,0.0,0.7572740244
26,yeast,MCAR(0.2),forest_diffusion_nt51_ycond,0.03953209839,0.07852732382,0.0,0.0,0.1140777894,0.3241350619,0.004754581296,0.2278744719,0.206,0.0,0.49399098,116.2422531,0.0,0.5535854991,0.0,0.3308705597,0.0,0.5510282549,0.0,0.5404796062
27,yeast,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.03991267602,0.0772059824,0.0,0.0,0.1128238254,0.3227389951,0.004046208173,0.2148163017,0.195,0.0,0.4783834118,264.8534385,0.0,0.5451180559,0.0,0.3039437137,0.0,0.5296399008,0.0,0.5348319767
28,libras,MCAR(0.2),forest_diffusion_nt51_ycond,0.0815392923,0.100807396,0.0,0.0,1.819835535,9.354809111,0.00494,0.253,0.233,0.0,0.5342225502,12438.72543,0.0,0.6774980718,0.0,0.05002287743,0.0,0.7766680529,0.0,0.6327011986
29,libras,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.07524752067,0.09119177536,0.0,0.0,1.646265201,9.247515134,0.00374,0.227,0.209,0.0,0.5357168891,14715.19082,0.0,0.6727522724,0.0,0.04703985617,0.0,0.7738649203,0.0,0.6492105077
30,planning_relax,MCAR(0.2),forest_diffusion_nt51_ycond,0.07883240709,0.1248401491,0.0,0.0,0.3147209934,1.441154855,0.00592,0.294,0.272,0.0,0.4569745907,60.1,0.0,0.4115409948,0.0,0.4972365185,0.0,0.4414714675,0.0,0.4776493821
31,planning_relax,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.07780347088,0.121119716,0.0,0.0,0.3053093838,1.43824568,0.00525,0.275,0.253,0.0,0.4640592833,107.0,0.0,0.4099748891,0.0,0.5087042005,0.0,0.4275182746,0.0,0.5100397689
32,blood_transfusion,MCAR(0.2),forest_diffusion_nt51_ycond,0.03778566987,0.1047048786,0.0,0.0,0.0506333403,0.1166353519,0.0118,0.342,0.312,0.0,0.6146409028,9.873286327,0.0,0.569648496,0.0,0.6330977384,0.0,0.6276872982,0.0,0.6281300787
33,blood_transfusion,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.03510693878,0.09778823346,0.0,0.0,0.04857775003,0.1161840906,0.00981,0.314,0.285,0.0,0.6119897724,26.15679693,0.0,0.5734917422,0.0,0.6383873818,0.0,0.6250470872,0.0,0.6110328784
34,breast_cancer_diagnostic,MCAR(0.2),forest_diffusion_nt51_ycond,0.04239418204,0.05937866373,0.0,0.0,0.3567452895,1.853180939,0.00173769705,0.1553241851,0.144,0.0,0.9552731881,366.0203362,0.0,0.9632879646,0.0,0.9551520529,0.0,0.9547179824,0.0,0.9479347525
35,breast_cancer_diagnostic,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.04187891025,0.05849896196,0.0,0.0,0.3514893449,1.850811897,0.001660377025,0.1530772437,0.142,0.0,0.9548885653,510.2235578,0.0,0.9633427538,0.0,0.9521292105,0.0,0.9548137935,0.0,0.9492685032
36,connectionist_bench_vowel,MCAR(0.2),forest_diffusion_nt51_ycond,0.04739521838,0.09664057565,0.0,0.0,0.1932786886,0.7257380533,0.006421942616,0.2881828123,0.263,0.0,0.6541159007,227.5114953,0.0,0.6600069126,0.0,0.1692201379,0.0,0.9222671231,0.0,0.8649694291
37,connectionist_bench_vowel,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.04376831597,0.08727915538,0.0,0.0,0.1745920999,0.7181435032,0.005118274341,0.2572465983,0.235,0.0,0.6382855742,501.6633138,0.0,0.648843794,0.0,0.1304904076,0.0,0.9190574084,0.0,0.8547506868
38,concrete_slump,MCAR(0.2),forest_diffusion_nt51_ycond,0.0984091395,0.2186390352,46.02084476,0.8583333333,0.3048350409,1.169787035,0.0304,0.66,0.579,0.6607120714,0.0,24.75733471,0.784515924,0.0,0.6488032684,0.0,0.6727402594,0.0,0.536788834,0.0
39,concrete_slump,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.09283156539,0.1912833793,65.97047876,0.8,0.2674235689,1.161803659,0.0227,0.532,0.465,0.7184846177,0.0,39.50263882,0.769759747,0.0,0.7083115803,0.0,0.7110444775,0.0,0.6848226658,0.0
40,wine_quality_red,MCAR(0.2),forest_diffusion_nt51_ycond,0.04847812766,0.09479430928,40.1,0.9878787879,0.1853112032,0.5304344396,0.00627,0.286,0.261,0.3087671585,0.0,61.1,0.3166161731,0.0,0.2881343319,0.0,0.3700432772,0.0,0.2602748516,0.0
41,wine_quality_red,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.04773565355,0.08990124329,36.7,0.9939393939,0.1765221578,0.5266012051,0.00531,0.264,0.242,0.3066835879,0.0,93.5,0.3147443695,0.0,0.2899852887,0.0,0.3634896213,0.0,0.2585150722,0.0
42,wine_quality_white,MCAR(0.2),forest_diffusion_nt51_ycond,0.04494674571,0.08820027742,153.7775129,0.3888888889,0.1891723367,0.4703082259,0.00598,0.28,0.258,0.3319177174,0.0,191.8134139,0.2663817648,0.0,0.2750345663,0.0,0.4239864263,0.0,0.3622681125,0.0
43,wine_quality_white,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.04401123749,0.08454713701,126.1417197,0.4222222222,0.1819637296,0.4659366172,0.00525,0.264,0.243,0.3352876509,0.0,258.5035407,0.2668526053,0.0,0.2812616679,0.0,0.4263113919,0.0,0.3667249385,0.0
44,tictactoe,MCAR(0.2),forest_diffusion_nt51_ycond,0.6057293819,0.6057293819,0.0,0.0,1.09441689,2.091801451,0.0,0.0,0.0,0.0,0.723358405,115.0959018,0.0,0.668728489,0.0,0.6438699339,0.0,0.7657749368,0.0,0.8150602603
45,tictactoe,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.6057293819,0.6057293819,0.0,0.0,1.09441689,2.091801451,0.0,0.0,0.0,0.0,0.723358405,200.2382476,0.0,0.668728489,0.0,0.6438699339,0.0,0.7657749368,0.0,0.8150602603
46,congress,MCAR(0.2),forest_diffusion_nt51_ycond,0.8559057103,0.5304991654,0.0,0.0,2.747792554,3.743768127,0.0,0.0,0.0,0.0,0.9105471664,252.1388006,0.0,0.8061360285,0.0,0.9350602659,0.0,0.9494113502,0.0,0.9515810212
47,congress,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.8559057103,0.5304991654,0.0,0.0,2.747792554,3.743768127,0.0,0.0,0.0,0.0,0.9105471664,402.7128763,0.0,0.8061360285,0.0,0.9350602659,0.0,0.9494113502,0.0,0.9515810212
48,car,MCAR(0.2),forest_diffusion_nt51_ycond,0.7083853225,0.7083853225,0.0,0.0,0.8499298686,1.242047895,0.0,0.0,0.0,0.0,0.5636406256,148.2816865,0.0,0.6576825683,0.0,0.5593551503,0.0,0.4755440077,0.0,0.5619807761
49,car,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.7083853225,0.7083853225,0.0,0.0,0.8499298686,1.242047895,0.0,0.0,0.0,0.0,0.564,278.2306801,0.0,0.6576825683,0.0,0.5593551503,0.0,0.4755440077,0.0,0.5619807761
50,california,MCAR(0.2),forest_diffusion_nt51_ycond,0.03041546958,0.08190594961,43.0,0.1777777778,0.0,0.0,0.00989,0.287,0.26059338,0.6490278747,0.0,320.0,0.5772766576,0.0,0.4254172331,0.0,0.7897718143,0.0,0.8036457939,0.0
51,california,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.02914592711,0.07698132138,35.1,0.2074074074,0.0,0.0,0.00875,0.265,0.2421171726,0.6523683678,0.0,488.0,0.5843938695,0.0,0.4304030306,0.0,0.791284648,0.0,0.8033919232,0.0
52,bean,MCAR(0.2),forest_diffusion_nt51_ycond,0.01535160641,0.03196376483,0.0,0.0,0.0,0.0,0.00164,0.12,0.1104957326,0.0,0.7799726016,897.9782648,0.0,0.7803924277,0.0,0.471247465,0.0,0.9326806912,0.0,0.9355698224
53,bean,MCAR(0.2),forest_diffusion_repaint_nt51_ycond,0.01517083036,0.03150930788,0.0,0.0,0.0,0.0,0.00154,0.118,0.1087547931,0.0,0.7817765223,1318.085104,0.0,0.7845712748,0.0,0.4747706931,0.0,0.9324778344,0.0,0.935286287
54,iris,MCAR(0.2),oracle,0.0,0.0,0.0,0.0,0.0,0.2395409074,4.22e-34,1.95e-16,0.0,0.0,0.9709359679,9.54e-06,0.0,1.0,0.0,0.9664143524,0.0,0.9620262778,0.0,0.9553032413
55,iris,MCAR(0.2),KNN(n_neighbors=1),0.1047882556,0.1047882556,0.0,0.0,0.07086067976,0.2526048677,4.58e-34,1.98e-16,0.0,0.0,0.9581867695,0.003249963125,0.0,0.9888610415,0.0,0.9084641484,0.0,0.9688109162,0.0,0.9666109719
56,california,MCAR(0.2),oracle,0.0,0.0,9.59e-16,1.0,0.0,0.0,1.9099999999999999e-34,7.45e-17,0.0,0.6559524382,0.0,5.8e-06,0.5974351433,0.0,0.3911435852,0.0,0.804350173,0.0,0.8308808513,0.0
57,california,MCAR(0.2),KNN(n_neighbors=1),0.08212890683,0.08212890679,176.5973677,0.2592592593,0.0,0.0,2.15e-34,7.57e-17,0.0,0.5761754459,0.0,6.965545177,0.3102293359,0.0,0.412880765,0.0,0.7799390742,0.0,0.8016526086,0.0
58,iris,MCAR(0.2),MissForest,0.06070641182,0.07161124561,0.0,0.0,0.05014351502,0.2409251566,0.000276,0.042,0.03781326102,0.0,0.9473322779,15.25505106,0.0,0.977722083,0.0,0.9360756074,0.0,0.9521092293,0.0,0.9234221918
59,iris,MCAR(0.2),miceforest,0.04502877485,0.08229963024,0.0,0.0,0.0563790933,0.2416025665,0.00254,0.167,0.1474704085,0.0,0.945,6.876027584,0.0,0.9664818612,0.0,0.9141658084,0.0,0.9566120689,0.0,0.9418251015
60,california,MCAR(0.2),MissForest,0.03158127218,0.03880112738,23.3,0.5407407407,0.0,0.0,0.000254,0.0281,0.02521792521,0.6484074926,0.0,336.0,0.5950078572,0.0,0.4097851159,0.0,0.7772788516,0.0,0.8115581456,0.0
61,california,MCAR(0.2),miceforest,0.02139101077,0.05597088435,25.7,0.5037037037,0.0,0.0,0.0056,0.179,0.1630021946,0.65356993,0.0,69.0,0.5931376291,0.0,0.4258272738,0.0,0.7884382018,0.0,0.8068766155,0.0
62,iris,MCAR(0.2),ice,0.04764477331,0.1261485172,0.0,0.0,0.08448083672,0.2638513628,0.0152,0.47,0.4364264246,0.0,0.9524995846,0.4969032605,0.0,0.9687096529,0.0,0.9220847835,0.0,0.9683113508,0.0,0.9508925512
63,iris,MCAR(0.2),OT,0.07067106007,0.09316983978,0.0,0.0,0.0665838968,0.257272916,0.000637,0.0896,0.08320529716,0.0,0.9571280284,311.3777713,0.0,0.9821776664,0.0,0.9410046581,0.0,0.9589432841,0.0,0.946386505
64,iris,MCAR(0.2),softimpute,0.1325350831,0.1325350831,0.0,0.0,0.09621967126,0.2713394827,3.4199999999999997e-34,1.95e-16,0.0,0.0,0.9472671578,1.283255974,0.0,0.9888610415,0.0,0.8717332051,0.0,0.9731989907,0.0,0.9552753939
65,iris,MCAR(0.2),GAIN,0.09163409553,0.09268842493,0.0,0.0,0.06753995855,0.2504505016,2.62e-06,0.004010741721,0.003749178715,0.0,0.9736219421,7.368902206,0.0,1.0,0.0,0.9301045881,0.0,0.9866332498,0.0,0.9777499304
66,wine,MCAR(0.2),oracle,0.0,0.0,0.0,0.0,0.0,1.440255312,4.35e-34,1.29e-16,0.0,0.0,0.9560277573,4.61e-06,0.0,0.946394619,0.0,0.9093720944,0.0,0.9982675329,0.0,0.9700767828
67,wine,MCAR(0.2),KNN(n_neighbors=1),0.139171438,0.139171438,0.0,0.0,0.3582014234,1.465148733,3.25e-34,1.23e-16,0.0,0.0,0.9675749449,0.00901722908,0.0,0.9572016461,0.0,0.9368069141,0.0,0.9965350658,0.0,0.9797561537
68,wine,MCAR(0.2),MissForest,0.0946346998,0.106358072,0.0,0.0,0.2738603507,1.403510186,0.000291,0.0588,0.05434193682,0.0,0.9482311509,43.44819562,0.0,0.9372833032,0.0,0.9028147529,0.0,0.9923771448,0.0,0.9604494025
69,wine,MCAR(0.2),miceforest,0.07926563649,0.1121674486,0.0,0.0,0.288799472,1.419135304,0.00291,0.202,0.1845385362,0.0,0.952,28.30148522,0.0,0.9421282361,0.0,0.9057942949,0.0,0.9920306513,0.0,0.968642076
70,wine,MCAR(0.2),ice,0.1279827011,0.2269569978,0.0,0.0,0.5841878605,1.64621895,0.0462,0.87,0.8010931665,0.0,0.8953757343,1.71,0.0,0.9326365867,0.0,0.6721848169,0.0,0.9945012778,0.0,0.982180256
71,wine,MCAR(0.2),OT,0.14203222,0.1797871579,0.0,0.0,0.4629092961,1.54133659,0.00343,0.194,0.1791008098,0.0,0.9585404308,59.6,0.0,0.9585798399,0.0,0.8917033463,0.0,0.9986140263,0.0,0.9852645106
72,wine,MCAR(0.2),softimpute,0.2392533211,0.2392533211,0.0,0.0,0.612129564,1.690424495,1.59e-34,1.14e-16,0.0,0.0,0.9414796302,2.667386055,0.0,0.9385899697,0.0,0.8786612512,0.0,0.9828806584,0.0,0.9657866413
73,wine,MCAR(0.2),GAIN,0.1477617688,0.1492843007,0.0,0.0,0.3843040698,1.473988554,4.28e-06,0.00804,0.007435580448,0.0,0.9378225459,11.49400759,0.0,0.9520911681,0.0,0.8276401985,0.0,0.9913376645,0.0,0.9802211526
74,parkinsons,MCAR(0.2),oracle,0.0,0.0,0.0,0.0,0.0,1.704957945,3.3499999999999997e-34,1.09e-16,0.0,0.0,0.8238306255,6.44e-06,0.0,0.709725269,0.0,0.8621966794,0.0,0.8572741829,0.0,0.8661263704
75,parkinsons,MCAR(0.2),KNN(n_neighbors=1),0.07107947282,0.07107947282,0.0,0.0,0.316018677,1.759787757,2.73e-34,1.06e-16,0.0,0.0,0.7741736401,0.03366589546,0.0,0.6766683915,0.0,0.7933615948,0.0,0.8182231339,0.0,0.80844144
76,parkinsons,MCAR(0.2),MissForest,0.04491417864,0.05144875337,0.0,0.0,0.2297681147,1.707711372,0.0002069693849,0.0343,0.03136701298,0.0,0.7895052455,74.60481397,0.0,0.6871471172,0.0,0.7883022759,0.0,0.8360595489,0.0,0.8465120403
77,parkinsons,MCAR(0.2),miceforest,0.03848633106,0.05678149964,0.0,0.0,0.2534851271,1.713931894,0.001815593977,0.1183736631,0.1065616174,0.0,0.7904812828,650.5551563,0.0,0.6830323894,0.0,0.8004931991,0.0,0.8428077546,0.0,0.835591788
78,parkinsons,MCAR(0.2),ice,0.08052395798,0.1403489802,0.0,0.0,0.6271040403,1.98093586,0.0238,0.538,0.489684511,0.0,0.7822657527,2.980831067,0.0,0.7307045864,0.0,0.7947581318,0.0,0.7824068444,0.0,0.8211934483
79,parkinsons,MCAR(0.2),OT,0.1405050246,0.2399620068,0.0,0.0,1.072314944,2.329377005,0.0487,0.729,0.6374515914,0.0,0.783,143.084531,0.0,0.735800217,0.0,0.7798160294,0.0,0.7904876569,0.0,0.8272279268
80,parkinsons,MCAR(0.2),softimpute,0.1772586475,0.1772586475,0.0,0.0,0.7923304986,2.020444616,1.3399999999999998e-34,9.81e-17,0.0,0.0,0.770114636,4.55,0.0,0.7373323155,0.0,0.7635689205,0.0,0.7875018397,0.0,0.7920554682
81,parkinsons,MCAR(0.2),GAIN,0.07977016462,0.08079768972,0.0,0.0,0.3609796887,1.764617513,3.13e-06,0.00585,0.005404655316,0.0,0.8116200286,13.6,0.0,0.7548946267,0.0,0.8123430598,0.0,0.8190088921,0.0,0.8602335359
82,climate_model_crashes,MCAR(0.2),oracle,0.0,0.0,0.0,0.0,0.0,3.879358003,1.0600000000000001e-33,2.78e-16,0.0,0.0,0.7608071444,5.01e-06,0.0,0.8369939188,0.0,0.8195912949,0.0,0.5376682743,0.0,0.8489750894
83,climate_model_crashes,MCAR(0.2),KNN(n_neighbors=1),0.3307860921,0.3307860824,0.0,0.0,1.204669704,3.875730046,1.11e-33,2.83e-16,0.0,0.0,0.7311883934,0.01748800278,0.0,0.8466872545,0.0,0.756943466,0.0,0.5248003639,0.0,0.7963224894
84,climate_model_crashes,MCAR(0.2),MissForest,0.2416402856,0.260589271,0.0,0.0,0.9491609289,3.768210192,0.0009123167679,0.1182266293,0.1098774737,0.0,0.8058169683,83.47991927,0.0,0.8896718028,0.0,0.8313809201,0.0,0.656155399,0.0,0.8460597514
85,climate_model_crashes,MCAR(0.2),miceforest,0.2285447038,0.2963210923,0.0,0.0,1.079361641,3.813464312,0.01477617313,0.4807051636,0.445720709,0.0,0.7741220112,53.18047229,0.0,0.8836990255,0.0,0.7800017993,0.0,0.6138729784,0.0,0.8189142417
86,climate_model_crashes,MCAR(0.2),ice,0.2075917883,0.3279488384,0.0,0.0,1.194449714,3.853453283,0.05827952758,0.985,0.9168869386,0.0,0.703143037,2.723856211,0.0,0.848535426,0.0,0.7027029362,0.0,0.4902973459,0.0,0.7710364401
87,climate_model_crashes,MCAR(0.2),OT,0.2385555002,0.2738489178,0.0,0.0,0.9974897654,3.780917725,0.004090201008,0.2397181241,0.2215437108,0.0,0.7785110745,376.8776322,0.0,0.8617512584,0.0,0.7949346145,0.0,0.6219745989,0.0,0.8353838262
88,climate_model_crashes,MCAR(0.2),softimpute,0.2677103736,0.2677103736,0.0,0.0,0.9751286546,3.777499609,6.18e-34,2.78e-16,0.0,0.0,0.6672930854,7.596406301,0.0,0.8201743254,0.0,0.675089818,0.0,0.4850823132,0.0,0.6888258851
89,climate_model_crashes,MCAR(0.2),GAIN,0.2865546823,0.288,0.0,0.0,1.049596538,3.787543798,6.65e-06,0.0105,0.009733327444,0.0,0.767,13.8538661,0.0,0.8793533616,0.0,0.739637189,0.0,0.6181183916,0.0,0.8301627056
90,concrete_compression,MCAR(0.2),oracle,0.0,0.0,4.14e-16,1.0,0.0,0.4850938102,4.47e-34,1.64e-16,0.0,0.7890316565,0.0,8.03e-06,0.5759607897,0.0,0.7630503934,0.0,0.904734688,0.0,0.9123807549,0.0
91,concrete_compression,MCAR(0.2),KNN(n_neighbors=1),0.09396699133,0.09396699132,150.4353059,0.03703703704,0.1426544374,0.5333737363,5.06e-34,1.68e-16,0.0,0.7647322369,0.0,0.0253,0.5604494134,0.0,0.7669934871,0.0,0.8701907986,0.0,0.8612952486,0.0
92,concrete_compression,MCAR(0.2),MissForest,0.04641708782,0.06068032214,50.28933366,0.7333333333,0.09671290099,0.5105645181,0.000741,0.0619,0.0547701795,0.7618948329,0.0,42.35168084,0.5693626747,0.0,0.7582132616,0.0,0.8630487364,0.0,0.8569546589,0.0
93,concrete_compression,MCAR(0.2),miceforest,0.03412894496,0.07291816039,53.09057557,0.5555555556,0.1130524809,0.5151777798,0.00457,0.203,0.1782070647,0.7618999634,0.0,23.13273422,0.5686170922,0.0,0.7595641763,0.0,0.8610939254,0.0,0.8583246597,0.0
94,concrete_compression,MCAR(0.2),ice,0.08685496832,0.2089232678,210.9309515,0.08888888889,0.3151740316,0.6273142527,0.03948282393,0.7785625735,0.7117988364,0.7271781673,0.0,1.029159307,0.551094271,0.0,0.6728829257,0.0,0.8439835441,0.0,0.8407519284,0.0
95,concrete_compression,MCAR(0.2),OT,0.1806828479,0.1842282307,165.7386401,0.1851851852,0.297790347,0.6268151906,2.82e-05,0.01359192256,0.01259395676,0.7381462838,0.0,65.85384035,0.5361861441,0.0,0.7241751791,0.0,0.8586884982,0.0,0.8335353137,0.0
96,concrete_compression,MCAR(0.2),softimpute,0.221078797,0.221078797,106.9919819,0.1851851852,0.3566670201,0.6707171629,1.7299999999999999e-34,1.56e-16,0.0,0.7462596484,0.0,5.063211997,0.533571447,0.0,0.7535834834,0.0,0.8498965592,0.0,0.8479871039,0.0
